FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budge,First_Day_Collection_Worldwide,Worldwide_Collection,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform
275,Marakkar: Lion of the Arabian Sea,02-Dec-21,290,Mohanlal,509,Mollywood,696,100,20.3,45.4,23,22.4,Disaster,5.9,181,Amazon Prime Video  
251,Jacobinte Swargarajyam,06-May-16,294,Nivin Pauly,513,Mollywood,690,: 4,: 1.3,: 39.3,: 15.3,: 24,: Blockbuster,7.6,145,Amazon Prime Video  
265,Kurup,12-Nov-21,299,Dulquer Salmaan,509,Mollywood,694,35,18.3,78.9,35,43.9,Super Hit,7,140,Amazon Prime Video  
266,Roberrt,11-Mar-21,300,Darshan Thoogudeep,507,Sandalwood,695,30,16.9,69.5,,69.5,Super Hit,5.9,166,Amazon Prime Video  
274,Pogaru,19-Feb-21,305,Dhruva Sarja,507,Sandalwood,637,25,10.25,45.1,,45.1,Average,3.6,160,Amazon Prime Video  
277,Kotigobba 3,14-Oct-21,306,Sudeep,507,Sandalwood,619,25,6.9,39.1,,39.1,Below Average,5.5,140,Amazon Prime Video  
281,The Priest,11-Mar-21,308,Mammootty,509,Mollywood,661,15,2.55,28.5,10.1,18.4,Super Hit,6,140,Amazon Prime Video  
285,Salaga,20-Aug-21,309,Duniya Vijay,519,Sandalwood,607,10,5.5,22,,22,: Hit,6.9,124,Amazon Prime Video  
291,Kantara,30-Sep-22,312,Rishab Shetty,507,Sandalwood,699,16,2.8,407.82,44,363.82,All Time Blockbuster,8.2,148,Amazon Prime Video  
309,VR (Vikrant Rona),28-Jul-22,323,Sudeep,507,Sandalwood,626,80,25.5,100.35,5.6,94.75,Average,6.9,148,Disney+ Hotstar
312,James,17-Mar-22,325,Puneeth Rajkumar,507,Sandalwood,610,40,23.5,94.2,5,89.2,Super Hit,7.4,149,SonyLIV
338,Jana Gana Mana,28-Apr-22,335,Prithviraj Sukumaran,509,Mollywood,654,15,2,48.8,18.7,30.1,: Blockbuster,8.3,162,Netflix
341,Kaduva,07-Jul-22,337,Prithviraj Sukumaran,509,Mollywood,627,18,5.56,44.93,20.7,24.23,Super Hit,6.1,155,Amazon Prime Video
343,Jaya Jaya Jaya Jaya Hey,28-Oct-22,339,Darshana Rajendran,509,Mollywood,707,5,1.2,43.2,12.1,31.1,: Blockbuster,7.7,145,Disney+ Hotstar
347,Rorschach,14-Oct-22,342,Mammootty,509,Mollywood,714,18,5.2,39.13,16.71,22.42,Super Hit,6.9,150,Disney+ Hotstar
353,CBI 5,01-May-22,347,Mammootty,509,Mollywood,717,15,4.45,31.3,15,16.3,Hit,5.6,162,Netflix
356,Paappan,29-Jul-22,350,Suresh Gopi,509,Mollywood,700,10,2.55,28.2,8.6,19.6,Super Hit,6.7,169,ZEE5
365,Aaraattu,18-Feb-22,357,Mohanlal,509,Mollywood,606,18,6.95,20.15,7,13.15,Flop,3.8,167,Amazon Prime Video
382,Shylock,23-Jan-20,364,Mammootty,509,Mollywood,627,15,4,34,13,21,Hit,5.1,130,Amazon Prime Video
386,Varane Avashyamund,07-Feb-20,367,Shobana,509,Mollywood,608,10,1.5,31.5,6,25.5,Super Hit,6.9,145,Netflix
387,Trance,21-Feb-20,368,Fahadh Faasil,509,Mollywood,664,35,3.6,25.2,6,19.2,Disaster,7.3,170,Amazon Prime Video  
390,War,02-Oct-19,104,Hrithik Roshan,515,Bollywood,651,175,74.3,475.62,97.04,378.58,: Blockbuster,6.5,151,Amazon Prime Video  
391,Saaho,30-Aug-19,370,Prabhas,511,Tollywood,618,50,30,451,92,359,: Below Average,5.1,170,Amazon Prime Video  
420,Kurukshetra,09-Aug-19,381,Darshan Thoogudeep,507,Sandalwood,730,60,8.2,81,3,78,Hit,6.2,185,Amazon Prime Video  
429,Pailwaan,13-Sep-19,384,Suniel Shetty,507,Sandalwood,665,35,9,53.4,5,48.4,Hit,6.2,166,Amazon Prime Video  
433,Natasaarvabhowma,15-Feb-19,386,Puneeth Rajkumar,507,Sandalwood,637,20,6.7,50,1,49,Hit,6.5,157,Amazon Prime Video  
436,Kumbalangi Nights,22-Feb-19,388,Fahadh Faasil,509,Mollywood,608,5,0.87,39.4,16.4,23,: Blockbuster,8.5,135,Amazon Prime Video  
444,Mamangam: History of the Brave,13-Dec-19,392,Mammootty,509,Mollywood,696,45,9.5,32.4,11.7,20.7,Disaster,5.3,157,Amazon Prime Video  
450,Ittymaani: Made in China,05-Sep-19,397,Mohanlal,509,Mollywood,620,10,2.8,27.7,9,18.7,Hit,4.3,158,Amazon Prime Video  
453,Odeya,12-Dec-19,399,Darshan Thoogudeep,507,Sandalwood,606,15,2.5,25.5,1,24.5,Hit,3.8,164,Amazon Prime Video  
456,Oru Yamandan Premakadha,03-May-19,401,Dulquer Salmaan,509,Mollywood,608,7,2,23.2,6.2,17,Hit,5.1,165,Amazon Prime Video  
457,Uyare,03-May-19,402,Parvathy Thiruvothu,509,Mollywood,647,6,1.2,23.7,7.8,15.9,Super Hit,8,125,Amazon Prime Video  
458,Unda,14-Jun-19,341,Mammootty,513,Mollywood,691,8,1.7,23,7,16,: Hit,7.7,130,Amazon Prime Video  
459,Virus,14-Jun-19,403,Parvathy Thiruvothu,513,Mollywood,664,6,1.1,22.2,6.4,15.8,: Super Hit,7.7,152,Amazon Prime Video  
467,Salaar: Part 1 - Ceasefire,22-Dec-23,131,Prabhas,511,Tollywood,621,280,158.1,617.75,130,487.75,: Super Hit,6.6,175,Amazon Prime Video  
472,Adipurush,16-Jun-23,359,Prabhas,511,Tollywood,735,500,127.5,393,50,343,: Disaster,2.7,179,Amazon Prime Video  
476,Varisu,11-Jan-23,125,Joseph Vijay,517,Kollywood,613,200,47.2,297.55,89,208.55,: Hit,6,169,Amazon Prime Video  
479,Waltair Veerayya,13-Jan-23,208,Chiranjeevi,511,Tollywood,606,125,44.6,219,29,190,: Super Hit,6.2,155,Amazon Prime Video  
481,Kisi Ka Bhai Kisi Ki Jaan,21-Apr-23,328,Salman Khan,515,Bollywood,613,125,27,184.6,52.6,132,: Below Average,4,145,Amazon Prime Video  
482,2018,05-May-23,409,Tovino Thomas,513,Mollywood,627,28,3.3,180.03,69.5,110.53,: All Time Blockbuster,8.3,150,Amazon Prime Video  
485,Veera Simha Reddy,12-Jan-23,253,Nandamuri Balakrishna,511,Tollywood,606,85,47.3,130,15,115,: Above Average,4.9,170,Amazon Prime Video  
487,Bholaa,30-Mar-23,279,Ajay Devgn,515,Bollywood,683,100,16.5,123,15,108,: Average,5.8,144,Amazon Prime Video  
490,Vaathi,17-Mar-23,169,Dhanush,517,Kollywood,606,40,14.4,116.2,25,91.2,: Blockbuster,7.3,139,Amazon Prime Video  
495,Virupaksha,21-Apr-23,415,Sai Dharam Tej,511,Tollywood,739,40,11,89.8,14,75.8,: Super Hit,7.2,145,Amazon Prime Video  
496,Neru,21-Dec-23,177,Mohanlal,513,Mollywood,664,15,5.85,85.6,32.35,53.25,: Blockbuster,7.5,150,Amazon Prime Video  
497,RDX: Robert Dony Xavier,24-Sep-23,416,Antony Varghese,513,Mollywood,625,15,2.5,84.75,28.75,56,: Blockbuster,7.1,151,Amazon Prime Video  
498,Kannur Squad,28-Sep-23,417,Mammootty,513,Mollywood,621,25,5,82,34.5,47.5,: Blockbuster,7.6,161,Amazon Prime Video  
500,Kaatera,29-Dec-23,300,Darshan Thoogudeep,519,Sandalwood,637,45,13,80.5,,80.5,: Hit,7.4,183,Amazon Prime Video  
502,Hi Nanna,07-Dec-23,420,Nani,511,Tollywood,741,45,9.8,76.35,18.5,57.85,: Hit,8.2,155,Amazon Prime Video  
506,Romancham,03-Feb-23,422,Soubin Shahir,513,Mollywood,628,3,0.5,69,23.3,45.7,: Blockbuster,7.5,130,Amazon Prime Video  
513,Kranti,26-Jan-23,426,Darshan Thoogudeep,507,Sandalwood,606,35,11.6,48.2,,48.2,Below Average,5.1,163,Amazon Prime Video  
515,Mission Raniganj: The Great Bharat Rescue,06-Oct-23,274,Akshay Kumar,515,Bollywood,743,55,3.8,46,5.6,40.4,: Disaster,7.1,134,Amazon Prime Video  
519,Kabzaa,17-Mar-23,430,Upendra,507,Sandalwood,607,70,12.5,40.4,4.6,35.8,Disaster,4.7,134,Amazon Prime Video  
520,King of Kotha,24-Aug-23,431,Dulquer Salmaan,509,Mollywood,621,45,15,39.1,15.9,23.2,Disaster,6.1,174,Amazon Prime Video  
522,Mrs. Chatterjee vs. Norway,17-Mar-23,433,Rani Mukerji,515,Bollywood,633,20,3.2,37.5,11,26.5,: Above Average,7.3,144,Amazon Prime Video  
524,Samajavaragamana,29-Jun-23,435,Sree Vishnu,511,Tollywood,707,5,1.9,32,9.35,22.65,: Blockbuster,7.4,140,Amazon Prime Video  
525,Garudan,03-Nov-23,436,Suresh Gopi,513,Mollywood,745,8,4,27.1,9.6,17.5,: Hit,7.3,138,Amazon Prime Video  
526,Ghost,19-Oct-23,437,Shivarajkumar,507,Sandalwood,618,20,2.8,26.65,0.75,25.9,Below Average,6.3,132,Amazon Prime Video  
527,Balagam,03-Mar-23,438,Priyadarshi Pulikonda,511,Tollywood,643,3,0.5,26.55,0.25,26.3,: Blockbuster,7.9,131,Amazon Prime Video  
529,Sapta Sagaradaache Ello: Side A,01-Sep-23,440,Rakshit Shetty,519,Sandalwood,636,20,2.3,26.25,,26.25,: Average,8.2,142,Amazon Prime Video  
530,Mad,06-Oct-23,441,Anthony,511,Tollywood,631,5,1.8,26,3.5,22.5,: Blockbuster,7.4,127,Amazon Prime Video  
532,Devil,29-Dec-23,442,Nandamuri Kalyan Ram,511,Tollywood,627,30,4.4,23.2,1.8,21.4,: Disaster,6.5,144,Amazon Prime Video  
533,Ravanasura,07-Apr-23,443,Ravi Teja,511,Tollywood,621,35,7.7,23.1,3,20.1,: Disaster,5.7,141,Amazon Prime Video  
535,Maa Oori Polimera 2,03-Nov-23,445,Rajsekhar Aningi,511,Tollywood,666,8,3,21.8,2.5,19.3,: Blockbuster,7.1,125,Amazon Prime Video  
536,Voice of Sathyanathan,28-Jul-23,446,Thennal Abhilash,513,Mollywood,678,10,1.95,22.1,5.25,16.85,: Hit,5.7,135,Amazon Prime Video  
537,Mangalavaaram,17-Nov-23,183,Payal Rajput,511,Tollywood,715,15,3.5,21.35,2.25,19.1,: Average,6.8,149,Amazon Prime Video  
538,Spy,29-Jun-23,447,Nikhil Siddharth,511,Tollywood,618,25,10.2,21,3.5,17.5,: Flop,4.7,135,Amazon Prime Video  
547,Manjummel Boys,22-Feb-24,451,Soubin Shahir,509,Mollywood,747,22,6.4,241.1,167.65,167.65,All Time Blockbuster,8.2,135,Amazon Prime Video  
571,Turbo,23-May-24,278,Mammootty,509,Mollywood,612,35,15.7,72.25,32,40.25,Hit,5.9,155,Amazon Prime Video  
576,Bramayugam,15-Feb-24,466,Mammootty,509,Mollywood,748,30,7.65,60.24,33.81,33.81,Super Hit,7.8,139,Amazon Prime Video  
585,Abraham Ozler,11-Jan-24,244,Jayaram,509,Mollywood,700,15,5.88,40.82,25.11,25.11,Super Hit,6.5,143,Amazon Prime Video  
592,Eagle,09-Feb-24,476,Ravi Teja,511,Tollywood,618,40,8.5,31.34,28.24,28.24,Flop,6,159,Amazon Prime Video  
593,Mathu Vadalara 2,13-Sep-24,477,Vennela Kishore,511,Tollywood,632,16,5,32.5,23,23,Disaster,7,139,Netflix  
594,The Family Star,05-Apr-24,149,Vijay Deverakonda,511,Tollywood,619,50,12,30.65,21.15,21.15,Super Hit,5.4,159,Amazon Prime Video
595,Malaikottai Vaaliban,25-Jan-24,478,Mohanlal,509,Mollywood,756,60,12.15,30.31,17.15,17.15,Disaster,6,156,Disney+ Hotstar
598,Star,07-Jun-24,481,Kavin,517,Kollywood,647,12,3.25,25.11,22.36,22.36,Hit,6.5,158,Amazon Prime Video
599,Gaami,08-Mar-24,482,Vishwak Sen,511,Tollywood,757,15,7.5,24,18.62,18.62,Hit,6.5,147,ZEE5
600,Bheema,09-Aug-24,309,Duniya Vijay,519,Sandalwood,640,8,4.6,23,,23,Super Hit,5.7,148,Amazon Prime Video
601,Nunakkuzhi,15-Aug-24,177,Nikhila Vimal,513,Mollywood,755,8,2.41,22.75,13,13,Hit,6.8,125,ZEE5      
602,Ooru Peru Bhairavakona,16-Feb-24,483,Sundeep Kishan,511,Tollywood,758,15,4.8,22.47,20.22,20.22,Hit,5.6,133,Amazon Prime Video  
603,Manamey,07-Jun-24,163,Vikram Aditya,511,Tollywood,631,20,3.25,21,18.65,18.65,Disaster,6,155,Amazon Prime Video  
604,Gangs of Godavari,13-Jun-24,484,Vishwak Sen,511,Tollywood,759,20,7.5,20.25,18,18,Disaster,5,165,Netflix  
295,Beast,13-Apr-22,181,Joseph Vijay,503,Kollywood,603,150,82.4,216.58,65,151.58,Below Average,5.2,155,Netflix  
20,Jilla,09-Jan-14,119,Mohanlal,503,Kollywood,605,50,12,80,11,69,Below Average,6.2,185,Amazon Prime Video  
215,Kabali,22-Jul-16,147,Rajinikanth,503,Kollywood,605,90,90,309,104,205,Super Hit,6.1,153,Amazon Prime Video
40,Sarkar,07-Nov-18,107,Joseph Vijay,503,Kollywood,606,135,71,252,70,182,Above Average,6.7,163,Amazon Prime Video
194,Vedalam,13-Nov-15,114,Ajith Kumar,503,Kollywood,606,50,24,125.7,32,93.7,Super Hit,6.3,148,Amazon Prime Video
53,Kaala,07-Jun-18,147,Rajinikanth,503,Kollywood,606,135,40,151.7,39.5,112.2,Below Average,6.5,162,Amazon Prime Video  
63,Seema Raja,14-Sep-18,156,Sivakarthikeyan,503,Kollywood,606,40,13.6,65.6,13,52.6,Below Average,4.3,158,Amazon Prime Video
69,Sandakozhi 2,19-Oct-18,162,Vishal,503,Kollywood,606,30,5.4,51.9,7.9,44,Average,5,155,Amazon Prime Video
369,Darbar,10-Jan-20,107,Rajinikanth,503,Kollywood,607,200,53,247.8,74,173.8,Below Average,5.9,159,Amazon Prime Video
19,Anjaan,15-Aug-14,118,Suriya,503,Kollywood,607,65,11,80.4,18.1,62.3,Below Average,5.3,166,Amazon Prime Video
329,Cobra,31-Aug-22,172,Vikram,503,Kollywood,607,90,25,58.86,8,50.86,Disaster,6,183,Amazon Prime Video
334,Kaathu Vaakula Rendu Kaadhal,28-Apr-22,152,Vijay Sethupathi,503,Kollywood,608,25,8.5,52.5,10,42.5,Super Hit,5.5,157,Disney+ Hotstar
58,Chekka Chivantha Vaanam,28-Sep-18,151,Arvind Swamy,503,Kollywood,621,35,12,91.2,30.7,60.5,Super Hit,7.2,146,Amazon Prime Video
321,Etharkkum Thunindhavan,10-Mar-22,155,Suriya,503,Kollywood,621,65,14,71.4,14,57.4,Flop,6.4,151,Netflix
64,Vada Chennai,17-Oct-18,157,Dhanush,503,Kollywood,621,40,10.9,63,8,55,Above Average,8.4,164,Disney+ Hotstar
28,Maan Karate,28-Mar-14,127,Sivakarthikeyan,503,Kollywood,620,15,4.1,42,10,32,Super Hit,5.2,153,Amazon Prime Video
10,Lingaa,12-Dec-14,110,Rajinikanth,503,Kollywood,610,100,39,154,30,124,Below Average,5.6,174,Amazon Prime Video
259,Annaatthe,04-Nov-21,114,Rajinikanth,503,Kollywood,610,180,50.7,172,47.7,124.3,Flop,4,163,Netflix
76,Maari 2,21-Dec-18,168,Dhanush,503,Kollywood,612,35,7.5,47,16.5,30.5,Below Average,5.6,143,Disney+ Hotstar
17,Kochadaiiyaan,22-May-14,116,Rajinikanth,503,Kollywood,614,125,18,90,23,67,Disaster,6.2,118,Amazon Prime Video
121,Vivegam,25-Aug-17,114,Ajith Kumar,503,Kollywood,618,120,35,126,34,92,Flop,5.2,149,Amazon Prime Video
75,Vishwaroopam 2,10-Aug-18,167,Kamal Haasan,503,Kollywood,618,100,7,47.7,10.7,37,Disaster,5.8,145,Amazon Prime Video
82,Sketch,12-Jan-18,174,Vikram,503,Kollywood,618,30,10,40,4,36,Below Average,5.6,137,Amazon Prime Video
162,Kaatru Veliyidai,07-Apr-17,151,Karthi,503,Kollywood,619,30,12,40.8,8.8,32,Below Average,5.8,146,Amazon Prime Video
364,Yaanai,01-Jul-22,166,Arun Vijay,503,Kollywood,619,15,2.7,21.8,2,19.8,Average,6.1,154,Amazon Prime Video
33,2,29-Nov-18,132,Rajinikanth,503,Kollywood,622,540,105,701,172,529,Above Average,6,148,Amazon Prime Video
316,Sardar,21-Oct-22,158,Karthi,503,Kollywood,627,35,6.1,84.5,20,64.5,Super Hit,7.5,166,Amazon Prime Video
59,Thaanaa Serndha Koottam,12-Jan-18,152,Suriya,503,Kollywood,632,60,16.2,90.2,22,68.2,Below Average,6.3,138,Amazon Prime Video
74,Saamy²,21-Sep-18,166,Vikram,503,Kollywood,637,50,12,49,9,40,Disaster,4.5,156,Amazon Prime Video
79,Tik Tik Tik,22-Jun-18,171,Jayam Ravi,503,Kollywood,639,20,3,41,15,26,Hit,5.8,130,Amazon Prime Video
232,24,06-May-16,122,Suriya,503,Kollywood,686,70,21,102,28.8,73.2,Hit,7.8,164,Amazon Prime Video
94,Kalakalapu 2,09-Feb-18,186,Jiiva,503,Kollywood,620,10,2.5,25,2,23,Hit,5.2,154,Amazon Prime Video
254,Aranmanai 2,29-Jan-16,186,Siddharth,503,Kollywood,628,15,2.8,31,10.5,20.5,Average,4.5,136,Amazon Prime Video
283,Aranmanai 3,14-Oct-21,186,Arya,503,Kollywood,697,15,4.2,24,1,23,Below Average,4.1,155,Amazon Prime Video
236,Iru Mugan,09-Sep-16,190,Vikram,503,Kollywood,622,40,25,89,14,75,Hit,6.3,154,Amazon Prime Video
284,Enemy,04-Nov-21,190,Vishal,503,Kollywood,627,30,7.5,25,5,20,Disaster,6.1,159,Amazon Prime Video
222,Theri,15-Apr-16,201,Joseph Vijay,503,Kollywood,607,75,28,154.5,44.3,110.2,Super Hit,7.3,157,Amazon Prime Video
126,Bairavaa,12-Jan-17,212,Joseph Vijay,503,Kollywood,618,60,27,110,30.4,79.6,Average,5.8,169,Amazon Prime Video
127,Singam 3,10-Feb-17,213,Suriya,503,Kollywood,607,65,20,106,26,80,Below Average,6,155,Amazon Prime Video
133,Velaikkaran,22-Dec-17,218,Sivakarthikeyan,503,Kollywood,627,40,7.5,85.4,21,64.4,Super Hit,7.2,160,Amazon Prime Video
141,Theeran Adhigaaram Ondru,17-Nov-17,225,Karthi,503,Kollywood,607,25,4.5,60.3,9.2,51.1,Super Hit,8.2,157,Amazon Prime Video
298,Valimai,25-Feb-22,225,Ajith Kumar,503,Kollywood,607,150,47.5,164.5,41,123.5,Flop,6.1,178,ZEE5
170,Thupparivaalan,15-Sep-17,245,Vishal,503,Kollywood,607,15,2.5,33.6,11.9,21.7,Super Hit,7.5,151,Amazon Prime Video
172,Aval,03-Nov-17,247,Siddharth,503,Kollywood,666,7,2.2,30.3,6.3,24,Super Hit,6.7,137,Amazon Prime Video
206,Anegan,13-Feb-15,248,Dhanush,503,Kollywood,663,25,6.5,54,4,50,Above Average,6.7,154,Amazon Prime Video
175,Motta Shiva Ketta Shiva,01-Mar-20,250,Raghava Lawrence,503,Kollywood,637,12,3,28.6,3,25.6,Below Average,3.6,151,Amazon Prime Video
196,Puli,01-Oct-15,260,Joseph Vijay,503,Kollywood,673,100,28.5,97,25,72,Disaster,4.3,155,Amazon Prime Video
199,Yennai Arindhaal,06-Feb-15,262,Ajith Kumar,503,Kollywood,621,50,14.5,87.5,28.5,59,Hit,7.3,168,Amazon Prime Video
332,Vendhu Thanindhathu Kaadu,15-Sep-22,262,Silambarasan Rajendar,503,Kollywood,605,25,10.5,54.5,13.5,41,Super Hit,7.3,177,Amazon Prime Video
203,Massu Engira Masilamani,29-May-15,264,Suriya,503,Kollywood,675,60,7,68,20,48,Flop,5.9,151,Amazon Prime Video
276,Sulthan,02-Apr-21,285,Karthi,503,Kollywood,606,30,8.55,45,10,35,Below Average,6.2,145,Amazon Prime Video
242,Kaashmora,28-Oct-16,286,Karthi,503,Kollywood,687,65,12.5,61,4,57,Disaster,5.6,163,Amazon Prime Video
257,Master,13-Jan-21,296,Joseph Vijay,503,Kollywood,621,135,49.78,223,44.25,178.75,Super Hit,7.4,179,Amazon Prime Video
345,Prince,21-Oct-22,301,Premgi Amaren,503,Kollywood,619,35,8.5,41.13,9,32.13,: Flop,4.4,143,Amazon Prime Video
271,Karnan,09-Apr-21,303,Dhanush,503,Kollywood,606,40,13.55,55,4.5,50.5,Hit,8,158,Amazon Prime Video
324,Viruman,12-Aug-22,330,Arundhati,503,Kollywood,606,30,9.8,63.77,8.5,55.27,Hit,4.9,149,Amazon Prime Video
340,Rocketry: The Nambi Effect,01-Jul-22,336,Madhavan,503,Kollywood,633,25,2.5,45.25,5,40.25,Hit,8.7,157,Amazon Prime Video
349,Naane Varuvean,29-Sep-22,344,Dhanush,503,Kollywood,715,30,9,35.6,6,29.6,Flop,6.2,122,Amazon Prime Video
380,Pattas,17-Jan-20,362,Dhanush,503,Kollywood,606,40,8,43,6,37, Below Average,5.6,141,Amazon Prime Video
395,Bigil,25-Oct-19,201,Joseph Vijay,503,Kollywood,665,80,62.8,295.85,94,201.85,Super Hit,6.7,179,Amazon Prime Video
400,Petta,10-Jan-19,373,Rajinikanth,503,Kollywood,606,25,37.5,232.9,74,158.9,Super Hit,7.1,171,Amazon Prime Video
405,Viswasam,11-Jan-19,114,Ajith Kumar,503,Kollywood,606,90,29,204.2,43,161.2,Super Hit,6.5,153,Amazon Prime Video
412,Kanchana 3,19-Apr-19,259,Raghava Lawrence,503,Kollywood,652,40,20,130.2,15,115.2,Super Hit,4.2,164,Amazon Prime Video
415,Nerkonda Paarvai,09-Aug-19,225,Ajith Kumar,503,Kollywood,621,50,27,126.7,25,101.7,Hit,7.7,157,Amazon Prime Video
419,Kaappaan,20-Sep-19,248,Suriya,503,Kollywood,618,75,15.5,94.5,14,80.5,Average,6.2,166,Amazon Prime Video
426,NGK,31-May-19,344,Suriya,503,Kollywood,606,65,19,62,12,50,Disaster,5.7,148,Amazon Prime Video
435,Kadaram Kondan,19-Jul-19,387,Vikram,503,Kollywood,607,40,9,40,5,35,Flop,5.6,121,Amazon Prime Video
439,Hero,20-Dec-19,158,Sivakarthikeyan,503,Kollywood,627,30,5,37.2,3.8,33.4,Below Average,6.3,164,Amazon Prime Video
443,Thambi,20-Dec-19,177,Karthi,503,Kollywood,618,25,4,33.5,6,27.5,Below Average,6.7,149,Amazon Prime Video
448,Mr.Local,03-May-19,395,Sivakarthikeyan,503,Kollywood,613,35,9,29,6.5,22.5,Disaster,3.3,155,Amazon Prime Video
449,Super Deluxe,05-Apr-19,396,Vijay Sethupathi,503,Kollywood,733,25,2.2,27.8,6,21.8,Below Average,8.2,176,Netflix
452,Thadam,01-Mar-19,398,Arun Vijay,503,Kollywood,626,14,1.2,26,4,22,Above Average,8.1,138,Amazon Prime Video
455,Dhilluku Dhuddu 2,25-Jan-19,400,Santhanam,503,Kollywood,628,7,2.2,24,7.5,16.5,Super Hit,5.4,119,Amazon Prime Video
474,Ponniyin Selvan: Part Two,28-Apr-23,310,Vikram,503,Kollywood,698,250,62.45,344.63,130,214.63,Hit,7.3,164,Amazon Prime Video
480,Thunivu,11-Jan-23,225,Ajith Kumar,503,Kollywood,621,120,39.6,200,55.9,144.1,Hit,6.1,146,Netflix
501,Maaveeran,14-Jul-23,419,Sivakarthikeyan,503,Kollywood,740,50,11.7,78.4,15.5,62.9,Hit,7.4,163,Amazon Prime Video
504,Maamannan,29-Jun-23,303,Vadivelu,503,Kollywood,627,30,11,73.8,12.8,61,Super Hit,6.7,157,Netflix
507,Jigarthanda DoubleX,12-Nov-23,373,Raghava Lawrence,503,Kollywood,610,50,4.15,64.55,12.3,52.25,Average,8,172,Netflix
508,Chandramukhi 2,15-Sep-23,423,Raghava Lawrence,503,Kollywood,675,65,11.7,54.1,8,46.1,Disaster,2.6,172,Netflix
517,Pichaikkaran 2,19-May-23,428,Vijay Antony,503,Kollywood,744,25,8.5,43.5,1.3,42.2,Hit,5.7,148,Disney+ Hotstar
521,DD Returns,28-Jul-23,432,Santhanam,503,Kollywood,628,15,2.7,38.5,,38.5,Super Hit,6.2,124,ZEE5
523,Pathu Thala,30-Mar-23,434,Silambarasan Rajendar,503,Kollywood,605,35,7.2,37.3,4.5,32.8,Flop,6.7,151,Amazon Prime Video
528,Japan,10-Nov-23,439,Karthi,503,Kollywood,693,70,6.5,26.55,5.25,21.3,Disaster,3.2,156,Netflix
